id,number,name,type,zone,from_station_code,from_station_name,to_station_code,to_station_name,departure,arrival,duration,number_of_halts,distance,departure_days,sunday,monday,tuesday,wednesday,thursday,friday,saturday,classes,first_ac,second_ac,third_ac,first_class,sleeper,chair_car,second_sitting,return_train,date_from,date_to
1373,14003,"New Farakka-New Delhi Express",Exp,NR,NFK,"New Farakka Junction",NDLS,"New Delhi",09:45,14:25,"28h 40m",18,"1387 km",--T---S,0,0,1,0,0,0,1,"SL 3A 2A",0,1,1,0,1,0,0,14004,,
1374,14004,"New Delhi-New Farakka Express",Exp,NR,NDLS,"New Delhi",NFK,"New Farakka Junction",17:45,23:00,"29h 15m",18,"1387 km",S---T--,1,0,0,0,1,0,0,"SL 3A 2A",0,1,1,0,1,0,0,14003,,
1375,14005,"Lichhavi Express",Exp,NR,SMI,Sitamarhi,ANVT,"Delhi Anand Vihar Terminus",23:55,04:20,"28h 25m",37,"1285 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A",0,1,1,0,1,0,0,14006,,
1376,14006,"Lichhavi Express",Exp,NR,ANVT,"Delhi Anand Vihar Terminus",SMI,Sitamarhi,15:45,22:15,"30h 30m",38,"1285 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A",0,1,1,0,1,0,0,14005,,
1377,14007,"Muzaffarpur-Old Delhi Sadbhavna Express",Exp,NR,MFP,"Muzaffarpur Junction",DLI,"Old Delhi",04:15,04:50,"24h 35m",27,"1106 km",----T-S,0,0,0,0,1,0,1,"SL 3A",0,0,1,0,1,0,0,14008,,
1378,14008,"Old Delhi-Muzaffarpur Sadbhavana Express",Exp,NR,DLI,"Old Delhi",MFP,"Muzaffarpur Junction",16:20,18:00,"25h 40m",27,"1106 km",--T-T--,0,0,1,0,1,0,0,"SL 3A",0,0,1,0,1,0,0,14007,,
1379,14009,"Patalkot Express",Exp,NR,CWA,"Chhindwara Junction",DEE,"Delhi Sarai Rohilla",10:15,06:15,"20h 0m",17,"1050 km",--T-T--,0,0,1,0,1,0,0,"SL 3A",0,0,1,0,1,0,0,14010,,
1380,14010,"Patalkot Express",Exp,NR,DEE,"Delhi Sarai Rohilla",CWA,"Chhindwara Junction",12:20,09:50,"21h 30m",17,"1050 km",-M-W---,0,1,0,1,0,0,0,"SL 3A",0,0,1,0,1,0,0,14009,,
1381,14011,"Kathgodam-Anand Vihar AC Express",Exp,NR,KGM,Kathgodam,ANVT,"Delhi Anand Vihar Terminus",15:45,21:20,"5h 35m",6,"271 km",S--W-F-,1,0,0,1,0,1,0,"3A 2A 1A",1,1,1,0,0,0,0,14012,,
1382,14012,"Anand Vihar-Kathgodam AC Express",Exp,NR,ANVT,"Delhi Anand Vihar Terminus",KGM,Kathgodam,06:00,11:55,"5h 55m",6,"271 km",S--W-F-,1,0,0,1,0,1,0,"3A 2A 1A",1,1,1,0,0,0,0,14011,,
1383,14013,"Sadbhavna Express",Exp,NR,SLN,Sultanpur,DLI,"Old Delhi",15:30,04:50,"13h 20m",13,"645 km",S-T----,1,0,1,0,0,0,0,"SL 3A 2A",0,1,1,0,1,0,0,14014,,
1384,14014,"Sadbhavna Express",Exp,NR,DLI,"Old Delhi",SLN,Sultanpur,16:20,06:10,"13h 50m",13,"645 km",-M----S,0,1,0,0,0,0,1,"SL 3A 2A",0,1,1,0,1,0,0,14013,,
1385,14015,"Sadbhavna Express",Exp,NR,RXL,"Raxaul Junction",DLI,"Old Delhi",00:35,04:50,"28h 15m",33,"1236 km",-M-W---,0,1,0,1,0,0,0,"SL 3A",0,0,1,0,1,0,0,14016,,
1386,14016,"Sadbhavana Express",Exp,NR,DLI,"Old Delhi",RXL,"Raxaul Junction",16:20,21:30,"29h 10m",33,"1236 km",S----F-,1,0,0,0,0,1,0,"SL 3A",0,0,1,0,1,0,0,14015,,
1387,14017,"Sadbhavna Express",Exp,NR,MFP,"Muzaffarpur Junction",DLI,"Old Delhi",04:15,04:50,"24h 35m",30,"1147 km",-----F-,0,0,0,0,0,1,0,"SL 3A 2A",0,1,1,0,1,0,0,14018,,
1388,14018,"Sadbhavana Expres",Exp,NR,DLI,"Old Delhi",MFP,"Muzaffarpur Junction",16:20,18:00,"25h 40m",30,"1147 km",---W---,0,0,0,1,0,0,0,"SL 3A 2A",0,1,1,0,1,0,0,14017,,
1389,14019,"Chhindwara Delhi SR (Biweekly) Kanhan valley Express",Exp,NR,CWA,"Chhindwara Junction",DEE,"Delhi Sarai Rohilla",10:15,06:15,"20h 0m",16,"1050 km",-M---F-,0,1,0,0,0,1,0,"SL 3A",0,0,1,0,1,0,0,14020,,
1390,14020,"Delhi SR Chhindwara Kanhan Valley Express",Exp,NR,DEE,"Delhi Sarai Rohilla",CWA,"Chhindwara Junction",12:20,09:50,"21h 30m",16,"1050 km",S---T--,1,0,0,0,1,0,0,"SL 3A",0,0,1,0,1,0,0,14019,,
1391,14033,"Jammu Mail",Mail,NR,DLI,"Old Delhi",UHP,Udhampur,20:20,11:40,"15h 20m",27,"637 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A 1A",1,1,1,0,1,0,0,14034,,
1392,14034,"Jammu Mail",Mail,NR,UHP,Udhampur,DLI,"Old Delhi",14:35,05:45,"15h 10m",24,"637 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A 1A",1,1,1,0,1,0,0,14033,,
1393,14035,"Dhauladhar Express",Exp,NR,DLI,"Old Delhi",PTK,Pathankot,22:10,08:00,"9h 50m",16,"496 km",-M-W-F-,0,1,0,1,0,1,0,"SL 3A 2A 1A",1,1,1,0,1,0,0,14036,,
1394,14036,"Dhauladhar Express",Exp,NR,PTK,Pathankot,DLI,"Old Delhi",22:30,07:45,"9h 15m",17,"496 km",--T-T-S,0,0,1,0,1,0,1,"SL 3A 2A 1A",1,1,1,0,1,0,0,14035,,
1395,14037,"Delhi-Pathankot Express",Exp,NR,DLI,"Old Delhi",PTK,Pathankot,08:00,18:00,"10h 0m",11,"554 km",S-T--F-,1,0,1,0,0,1,0,"2S CC",0,0,0,0,0,1,1,14036,,
1396,14038,"Pathankot Delhi Express",Exp,NR,PTK,Pathankot,DLI,"Old Delhi",07:00,17:25,"10h 25m",13,"554 km",-M-W--S,0,1,0,1,0,0,1,"2S CC",0,0,0,0,0,1,1,14037,,
1397,14041,"Mussoorie Express",Exp,NR,DEE,"Delhi Sarai Rohilla",DDN,Dehradun,21:30,08:00,"10h 30m",17,"339 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A 1A",1,1,1,0,1,0,0,14042,,
1398,14041-Slip,"Mussoorie Express Slip",Exp,?,DEE,"Delhi Sarai Rohilla",KTW,Kotdwara,21:30,05:55,"8h 25m",13,"243 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A",0,0,1,0,1,0,0,,,
1399,14042,"Mussoorie Express",Exp,NR,DDN,Dehradun,DEE,"Delhi Sarai Rohilla",21:20,08:35,"11h 15m",17,"339 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A 1A",1,1,1,0,1,0,0,14041,,
1400,14043,"Garhwal Express",Exp,NR,KTW,Kotdwara,DLI,"Old Delhi",15:00,22:15,"7h 15m",11,"238 km",SMTWTFS,1,1,1,1,1,1,1,"2S CC",0,0,0,0,0,1,1,14044,,
1401,14044,"Garhwal Express",Exp,NR,DLI,"Old Delhi",KTW,Kotdwara,07:20,14:20,"7h 0m",11,"238 km",SMTWTFS,1,1,1,1,1,1,1,"2S CC",0,0,0,0,0,1,1,14043,,
1402,14055,"Brahmaputra Mail",Mail,NR,DBRG,Dibrugarh,DLI,"Old Delhi",23:10,06:05,"54h 55m",58,"2589 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A",0,1,1,0,1,0,0,14056,,
1403,14056,"Brahmaputra Mail",Mail,NR,DLI,"Old Delhi",DBRG,Dibrugarh,23:30,04:00,"52h 30m",57,"2589 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A",0,1,1,0,1,0,0,14055,,
1404,14083,"Sikkim Mahananda Express",Exp,NR,APDJ,"Alipur Duar Junction",DLI,"Old Delhi",07:15,18:10,"34h 55m",54,"1651 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A",0,1,1,0,1,0,0,14084,,
1405,14084,"Sikkim Mahananda Express",Exp,NR,DLI,"Old Delhi",APDJ,"Alipur Duar Junction",06:40,17:55,"35h 15m",55,"1651 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A",0,1,1,0,1,0,0,14083,,
1406,14085,"Haryana Express",Exp,NR,TKJ,"Tilak Bridge",SSA,Sirsa,18:00,00:30,"6h 30m",18,"264 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,14086,,
1407,14086,"Haryana Express",Exp,NR,SSA,Sirsa,TKJ,"Tilak Bridge",03:35,10:00,"6h 25m",18,"264 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,14085,,
1408,14095,"Himalayan Queen",Exp,NR,DEE,"Delhi Sarai Rohilla",KLK,Kalka,05:45,11:10,"5h 25m",10,"305 km",SMTWTFS,1,1,1,1,1,1,1,"2S CC",0,0,0,0,0,1,1,14096,,
1409,14096,"Himalayan Queen",Exp,NR,KLK,Kalka,DEE,"Delhi Sarai Rohilla",16:50,22:40,"5h 50m",11,"305 km",SMTWTFS,1,1,1,1,1,1,1,"2S CC",0,0,0,0,0,1,1,14095,,
1410,14096-Slip,"Himalayan Queen Slip",Exp,?,KLK,Kalka,BNW,Bhiwani,16:50,23:20,"6h 30m",10,"335 km",SMTWTFS,1,1,1,1,1,1,1,2S,0,0,0,0,0,0,1,,,
1411,14109,"Chitrakoot Kanpur Express",Exp,NCR,CKTD,Chitrakoot,CNB,"Kanpur Central",14:55,19:40,"4h 45m",4,"213 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,14110,,
1412,14110,"Kanpur Chitrakoot Express",Exp,NCR,CNB,"Kanpur Central",CKTD,Chitrakoot,10:00,14:35,"4h 35m",4,"213 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,14109,,
1413,14114,"Link Express",Exp,NCR,DDN,Dehradun,ALD,"Allahabad Junction",13:25,08:10,"18h 45m",29,"863 km",SMTWTFS,1,1,1,1,1,1,1,"SL 2A",0,1,0,0,1,0,0,,,
1414,14115,"Haridwar Express",Exp,NCR,ALD,"Allahabad Junction",HW,"Haridwar Junction",23:35,14:30,"14h 55m",13,"725 km",S-T-T--,1,0,1,0,1,0,0,"SL 3A 2A",0,1,1,0,1,0,0,14116,,
1415,14116,"Allahabad Express",Exp,NCR,HW,"Haridwar Junction",ALD,"Allahabad Junction",16:20,07:45,"15h 25m",13,"725 km",-M-W-F-,0,1,0,1,0,1,0,"SL 3A 2A",0,1,1,0,1,0,0,14115,,
1416,14119,"Kathgodam Dehradun Express",Exp,NCR,KGM,Kathgodam,DDN,Dehradun,19:45,04:20,"8h 35m",9,"335 km",SMTWTFS,1,1,1,1,1,1,1,"SL 2A 1A",1,1,0,0,1,0,0,14120,,
1417,14120,"Dehradun Kathgodam Express",Exp,NCR,DDN,Dehradun,KGM,Kathgodam,22:50,07:10,"8h 20m",9,"335 km",SMTWTFS,1,1,1,1,1,1,1,"SL 2A 1A",1,1,0,0,1,0,0,14119,,
1418,14123,"Pratapgarh Kanpur InterCity Express",Exp,NCR,PBH,"Partapgarh Junction",CNB,"Kanpur Central",04:45,09:40,"4h 55m",11,"245 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,14124,,
1419,14124,"Kanpur Pratapgarh InterCity Express",Exp,NCR,CNB,"Kanpur Central",PBH,"Partapgarh Junction",17:35,22:50,"5h 15m",11,"245 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,14123,,
1420,14125,"Saryu Express",Exp,NCR,ALD,"Allahabad Junction",FD,"Faizabad Junction",18:15,23:10,"4h 55m",9,"157 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,14126,,
1421,14126,"Saryu Express",Exp,NCR,FD,"Faizabad Junction",ALD,"Allahabad Junction",04:35,09:20,"4h 45m",9,"157 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,14125,,
1422,14163,"Sangam Express",Exp,NCR,ALD,"Allahabad Junction",MTC,"Meerut City",17:45,06:40,"12h 55m",26,"639 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A",0,1,1,0,1,0,0,14164,,
1423,14163-Slip,"Sangam Express Slip",Exp,NCR,ALD,"Allahabad Junction",DDN,Dehradun,17:45,13:10,"19h 25m",34,"863 km",SMTWTFS,1,1,1,1,1,1,1,"SL 2A",0,1,0,0,1,0,0,,,
1424,14164,"Sangam Express",Exp,NCR,MTC,"Meerut City",ALD,"Allahabad Junction",19:00,08:10,"13h 10m",21,"639 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A",0,1,1,0,1,0,0,14163,,
1425,14201,"Jaunpur-Rae Bareliy Express",Exp,NR,JNU,"Jaunpur Junction",RBL,"Rae Bareli Junction",16:00,21:30,"5h 30m",0,"203 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,14202,,
1426,14202,"Rai Bareli Jaunpur Express",Exp,NR,RBL,"Rae Bareli Junction",JNU,"Jaunpur Junction",06:40,12:05,"5h 25m",8,"203 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,14201,,
1427,14203,"Varanasi Lucknow InterCity Express",Exp,NR,BSB,"Varanasi Junction",LKO,Lucknow,16:20,22:10,"5h 50m",10,"302 km",SMTWTFS,1,1,1,1,1,1,1,CC,0,0,0,0,0,1,0,14204,,
1428,14204,"Lucknow Varanasi InterCity Express",Exp,NR,LKO,Lucknow,BSB,"Varanasi Junction",07:00,13:30,"6h 30m",10,"302 km",SMTWTFS,1,1,1,1,1,1,1,CC,0,0,0,0,0,1,0,14203,,
1429,14205,"Faizabad Delhi Express",Exp,NR,FD,"Faizabad Junction",DLI,"Old Delhi",21:30,09:35,"12h 5m",7,"615 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A",0,1,1,0,1,0,0,14206,,
1430,14206,"Delhi-Faizabad Express",Exp,NR,DLI,"Old Delhi",FD,"Faizabad Junction",18:40,07:20,"12h 40m",7,"615 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A",0,1,1,0,1,0,0,14205,,
1431,14207,"Padmavat Express",Exp,NR,PBH,"Partapgarh Junction",DLI,"Old Delhi",17:00,07:10,"14h 10m",11,"660 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A",0,1,1,0,1,0,0,14208,,
1432,14208,"Padmavat Express",Exp,NR,DLI,"Old Delhi",PBH,"Partapgarh Junction",19:50,08:20,"12h 30m",11,"660 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A",0,1,1,0,1,0,0,14207,,
1433,14209,"Vindhyachal-Lucknow InterCity",Exp,NR,BDL,Vindhyachal,LKO,Lucknow,13:45,19:40,"5h 55m",9,"284 km",SMTWTFS,1,1,1,1,1,1,1,CC,0,0,0,0,0,1,0,14210,,
1434,14210,"Lucknow-Vindhyachal InterCity",Exp,NR,LKO,Lucknow,BDL,Vindhyachal,07:30,13:10,"5h 40m",9,"284 km",SMTWTFS,1,1,1,1,1,1,1,CC,0,0,0,0,0,1,0,14209,,
1435,14211,"Agra-New Delhi Intercity Express",Exp,NCR,AGC,"Agra Cantt.",NDLS,"New Delhi",06:00,10:20,"4h 20m",14,"195 km",SMTWTFS,1,1,1,1,1,1,1,"2S CC 2A 1A",1,1,0,0,0,1,1,14212,,
1436,14212,"NewDelhi-Agra InterCity Express",Exp,NCR,NDLS,"New Delhi",AGC,"Agra Cantt.",17:40,21:50,"4h 10m",14,"195 km",SMTWTFS,1,1,1,1,1,1,1,"2S CC 2A 1A",1,1,0,0,0,1,1,14211,,
1437,14213,"Varanasi-Gonda Intercity Express",Exp,NR,BSB,"Varanasi Junction",GD,"Gonda Junction",14:15,19:50,"5h 35m",5,"256 km",SMTWTFS,1,1,1,1,1,1,1,CC,0,0,0,0,0,1,0,14214,,
1438,14214,"Gonda-Varanasi Intercity Express",Exp,NR,GD,"Gonda Junction",BSB,"Varanasi Junction",06:55,13:40,"6h 45m",5,"256 km",SMTWTFS,1,1,1,1,1,1,1,CC,0,0,0,0,0,1,0,14213,,
1439,14215,"Ganga Gomti Express",Exp,NR,ALD,"Allahabad Junction",LKO,Lucknow,06:00,10:10,"4h 10m",8,"201 km",SMTWTFS,1,1,1,1,1,1,1,CC,0,0,0,0,0,1,0,14216,,
1440,14216,"Ganga Gomti Express",Exp,NR,LKO,Lucknow,ALD,"Allahabad Junction",18:00,22:20,"4h 20m",8,"201 km",SMTWTFS,1,1,1,1,1,1,1,CC,0,0,0,0,0,1,0,14215,,
1441,14217,"Unchahar Express",Exp,NCR,ALD,"Allahabad Junction",CDG,Chandigarh,14:15,10:15,"20h 0m",39,"913 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A",0,1,1,0,1,0,0,14218,,
1442,14218,"Chandigarh Allahabad Unchahar Express",Exp,NR,CDG,Chandigarh,ALD,"Allahabad Junction",16:25,11:20,"18h 55m",35,"913 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A",0,1,1,0,1,0,0,14217,,
1443,14227,"Varuna Express",Exp,NR,BSB,"Varanasi Junction",LKO,Lucknow,04:55,09:50,"4h 55m",8,"284 km",-M--T--,0,1,0,0,1,0,0,CC,0,0,0,0,0,1,0,14228,,
1444,14228,"Varuna Express",Exp,NR,LKO,Lucknow,BSB,"Varanasi Junction",17:50,23:20,"5h 30m",8,"284 km",-M--T--,0,1,0,0,1,0,0,CC,0,0,0,0,0,1,0,14227,,
1445,14235,"Varanasi Bareilly Express",Exp,NR,BSB,"Varanasi Junction",BE,Bareilly,23:45,13:50,"14h 5m",43,"559 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A FC",0,0,1,1,1,0,0,14236,,
1446,14236,"Bareilly Varanasi Express",Exp,NR,BE,Bareilly,BSB,"Varanasi Junction",15:30,06:50,"15h 20m",40,"559 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A FC",0,0,1,1,1,0,0,14235,,
1447,14257,"Kashi Vishwanath Express",Exp,NR,BSB,"Varanasi Junction",NDLS,"New Delhi",13:45,06:10,"16h 25m",30,"794 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A 1A",1,1,1,0,1,0,0,14258,,
1448,14258,"Kashi Vishwanath Express",Exp,NR,NDLS,"New Delhi",BSB,"Varanasi Junction",11:40,04:45,"17h 5m",32,"794 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A 1A",1,1,1,0,1,0,0,14257,,
1449,14259,"Rameswaram-Varanasi Weekly Express",Exp,NR,RMM,Rameswaram,BSB,"Varanasi Junction",23:00,04:40,"53h 40m",34,"2796 km",---W---,0,0,0,1,0,0,0,"SL 3A 2A",0,1,1,0,1,0,0,14260,,
1450,14260,"Varanasi-Rameshwaram Express",Exp,NR,BSB,"Varanasi Junction",RMM,Rameswaram,21:15,01:15,"52h 0m",34,"2796 km",S------,1,0,0,0,0,0,0,"SL 3A 2A",0,1,1,0,1,0,0,14259,,
1451,14265,"Varanasi Dehradun Janata Express",Exp,NR,BSB,"Varanasi Junction",DDN,Dehradun,08:30,06:40,"22h 10m",46,"846 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A",0,1,1,0,1,0,0,14266,,
1452,14265-Slip,"Varanasi-Ramnagar Express Slip",Exp,NER,BSB,"Varanasi Junction",RMR,Ramnagar,08:30,06:10,"21h 40m",36,"705 km",SMTWTFS,1,1,1,1,1,1,1,SL,0,0,0,0,1,0,0,,,
1453,14266,"Dehradun Varanasi Janata Express",Exp,NR,DDN,Dehradun,BSB,"Varanasi Junction",18:15,15:45,"21h 30m",48,"846 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A",0,1,1,0,1,0,0,14265,,
1454,14307,"Bareilly Express",Exp,NR,PRG,Prayag,BE,Bareilly,22:15,10:55,"12h 40m",38,"461 km",SMTWTFS,1,1,1,1,1,1,1,SL,0,0,0,0,1,0,0,14308,,
1455,14308,"Bareilly-Prayag Passenger",Pass,NR,BE,Bareilly,PRG,Prayag,17:00,05:30,"12h 30m",38,"461 km",SMTWTFS,1,1,1,1,1,1,1,SL,0,0,0,0,1,0,0,14307,"","Dec 20"
1456,14309,"Ujjaini Express",Exp,WR,UJN,"Ujjain Junction",DDN,Dehradun,15:00,19:00,"28h 0m",26,"1241 km",---WT--,0,0,0,1,1,0,0,"SL 3A 2A",0,1,1,0,1,0,0,14310,"","Dec 20"
1457,14310,"Ujjaini Express",Exp,WR,DDN,Dehradun,UJN,"Ujjain Junction",06:00,09:00,"27h 0m",26,"1241 km",--TW---,0,0,1,1,0,0,0,"SL 3A 2A",0,1,1,0,1,0,0,14309,"","Dec 19"
1458,14311,"Ala Hazrat Express",Exp,NR,BE,Bareilly,BHUJ,Bhuj,06:25,14:20,"31h 55m",40,"1543 km",--T-TFS,0,0,1,0,1,1,1,"SL 3A 2A",0,1,1,0,1,0,0,14312,,
1459,14312,"Ala Hazrat Express",Exp,NR,BHUJ,Bhuj,BE,Bareilly,12:30,20:20,"31h 50m",40,"1543 km",SM--T-S,1,1,0,0,1,0,1,"SL 3A 2A",0,1,1,0,1,0,0,14311,,
1460,14313,"Mumbai LTT Bareilly Express",Exp,NR,LTT,"Mumbai Lokmanya Tilak Terminus",BE,Bareilly,08:05,15:40,"31h 35m",25,"1608 km",-M-----,0,1,0,0,0,0,0,"SL 3A 2A",0,1,1,0,1,0,0,14314,,
1461,14314,"Bareilly - Mumbai LTT. (Weekly) Express",Exp,NR,BE,Bareilly,LTT,"Mumbai Lokmanya Tilak Terminus",10:45,20:00,"33h 15m",25,"1608 km",------S,0,0,0,0,0,0,1,"SL 3A 2A",0,1,1,0,1,0,0,14313,,
1462,14315,"Bareilly-NewDelhi InterCity",Exp,NR,BE,Bareilly,NDLS,"New Delhi",04:55,10:05,"5h 10m",13,"258 km",SMTWTFS,1,1,1,1,1,1,1,"2S CC",0,0,0,0,0,1,1,14316,,
1463,14316,"NewDelhi-Bareilly InterCity",Exp,NR,NDLS,"New Delhi",BE,Bareilly,16:35,21:55,"5h 20m",13,"258 km",SMTWTFS,1,1,1,1,1,1,1,"2S CC",0,0,0,0,0,1,1,14315,,
1464,14317,"Indore-Dehradun Express",Exp,NR,INDB,"Indore Junction BG",DDN,Dehradun,15:05,19:00,"27h 55m",25,"1183 km",S-----S,1,0,0,0,0,0,1,"SL 3A 2A",0,1,1,0,1,0,0,14318,,
1465,14318,"Dehradun-Indore Express",Exp,NR,DDN,Dehradun,INDB,"Indore Junction BG",06:00,06:35,"24h 35m",26,"1179 km",-----FS,0,0,0,0,0,1,1,"SL 3A 2A",0,1,1,0,1,0,0,14317,,
1466,14321,"Bareilly-Bhuj Tri-Weekly Express",Exp,NR,BE,Bareilly,BHUJ,Bhuj,06:25,10:15,"27h 50m",40,"1410 km",SM-W---,1,1,0,1,0,0,0,"SL 3A 2A",0,1,1,0,1,0,0,14322,,
1467,14322,"Bhuj-Bareilly Tri-Weekly Express",Exp,NR,BHUJ,Bhuj,BE,Bareilly,16:20,20:20,"28h 0m",39,"1410 km",--TW-F-,0,0,1,1,0,1,0,"SL 3A 2A",0,1,1,0,1,0,0,14321,,
1468,14323,"New Delhi-Rohtak Express",Exp,NR,NDLS,"New Delhi",ROK,"Rohtak Junction",10:35,12:45,"2h 10m",4,"72 km",SMTWTFS,1,1,1,1,1,1,1,"2S CC",0,0,0,0,0,1,1,14324,,
1469,14324,"New Delhi Express",Exp,NR,ROK,"Rohtak Junction",NDLS,"New Delhi",14:15,16:00,"1h 45m",4,"72 km",SMTWTFS,1,1,1,1,1,1,1,"2S CC",0,0,0,0,0,1,1,14323,,
1470,14369,"Tribeni Express",Exp,NR,SGRL,Singrauli,BE,Bareilly,18:25,12:30,"18h 5m",31,"723 km",--T-T-S,0,0,1,0,1,0,1,"SL 2A",0,1,0,0,1,0,0,14370,,
1471,14370,"Triveni Express",Exp,NR,BE,Bareilly,SGRL,Singrauli,12:00,07:15,"19h 15m",33,"723 km",-M-W-F-,0,1,0,1,0,1,0,"SL 2A",0,1,0,0,1,0,0,14369,,
1472,14370-Slip,"Triveni Express Slip",Exp,?,BE,Bareilly,BRWD,"Barwadih Junction",12:00,10:45,"22h 45m",38,"862 km",---W-F-,0,0,0,1,0,1,0,SL,0,0,0,0,1,0,0,,,
1473,14511,"Allahabad-Saharanpur Nauchandi Express",Exp,NR,ALD,"Allahabad Junction",SRE,Saharanpur,17:40,11:45,"18h 5m",27,"774 km",SMTWTFS,1,1,1,1,1,1,1,"SL 2A",0,1,0,0,1,0,0,14512,,
1474,14511-Slip,"Allahabad-Saharanpur Nauchandi Express Slip",Exp,?,ALD,"Allahabad Junction",KRJ,"Khurja Junction",17:40,09:15,"15h 35m",28,"695 km",SMTWTFS,1,1,1,1,1,1,1,"SL 2A",0,1,0,0,1,0,0,,,
1475,14512,"Saharanpur-Allahabad Nauchandi Express",Exp,NR,SRE,Saharanpur,ALD,"Allahabad Junction",16:45,09:55,"17h 10m",26,"774 km",SMTWTFS,1,1,1,1,1,1,1,"SL 2A",0,1,0,0,1,0,0,14511,,
1476,14519,"Kissan Express",Exp,NR,DLI,"Old Delhi",BTI,"Bhatinda Junction",14:55,22:20,"7h 25m",15,"337 km",SMTWTFS,1,1,1,1,1,1,1,"2S CC",0,0,0,0,0,1,1,14520,,
1477,14520,"Kisan Express",Exp,NR,BTI,"Bhatinda Junction",DLI,"Old Delhi",06:55,14:20,"7h 25m",15,"337 km",SMTWTFS,1,1,1,1,1,1,1,"2S CC",0,0,0,0,0,1,1,14519,,
1478,14523,"Harihar Express",Exp,NR,MFP,"Muzaffarpur Junction",UMB,"Ambala Cantt. Junction",07:25,07:55,"24h 30m",17,"1201 km",-M--T--,0,1,0,0,1,0,0,"SL 3A",0,0,1,0,1,0,0,14524,,
1479,14524,"Harihar Express",Exp,NR,UMB,"Ambala Cantt. Junction",MFP,"Muzaffarpur Junction",22:35,23:50,"25h 15m",17,"1201 km",--T---S,0,0,1,0,0,0,1,"SL 3A",0,0,1,0,1,0,0,14523,,
1480,14525,"Ambala Cantt-Shri GangaNagar InterCity Express",Exp,NR,UMB,"Ambala Cantt. Junction",SGNR,"Shri Ganganagar",05:15,12:25,"7h 10m",11,"328 km",SMTWTFS,1,1,1,1,1,1,1,"2S CC",0,0,0,0,0,1,1,14526,,
1481,14526,"Shri Ganganagar-Ambala Cantt InterCity Express",Exp,NR,SGNR,"Shri Ganganagar",UMB,"Ambala Cantt. Junction",14:00,20:55,"6h 55m",11,"328 km",SMTWTFS,1,1,1,1,1,1,1,"2S CC",0,0,0,0,0,1,1,14525,,
1482,14545,"Farukhnagar Saharanpur Express",Exp,NR,FN,Farukhnagar,SRE,Saharanpur,13:10,21:20,"8h 10m",20,"216 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,14546,,
1483,14546,"Saharanpur Farukhnagar Express",Exp,NR,SRE,Saharanpur,FN,Farukhnagar,06:05,12:40,"6h 35m",21,"216 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,14545,,
1484,14553,"Himachal Express",Exp,NR,DLI,"Old Delhi",UHL,"Una Himachal",22:45,07:50,"9h 5m",23,"371 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A",0,1,1,0,1,0,0,14554,,
