id,code,name,address,state,zone
6693,SPV,Sivapur,"Bangalore Honavar Rd, Karnataka",Karnataka,SWR
6694,SPX,Sapatgram,"Dhubri, Assam",Assam,NFR
6695,SPY,Sarsonpuri,"National Highway 43, Chhattisgarh",Chhattisgarh,SECR
6696,SPZ,Sampla,"Sampla, Haryana",Haryana,NR
6697,SQD,Sattirakkudi,"Ramanathapuram, Tamil Nadu","Tamil Nadu",SR
6698,SQE,Samrla,"Dharmabad, Maharashtra",Maharashtra,SCR
6699,SQF,Sukritipur,"K Rd, Assam",Assam,NFR
6700,SQJ,"Saila Khurd","Saila Khurd, Punjab",Punjab,NR
6701,SQK,Shankar,"Jalandhar, Punjab",Punjab,NR
6702,SQL,Sontalai,"Itarsi, Madhya Pradesh","Madhya Pradesh",WCR
6703,SQN,"Sarai Kansrai","Gopalaha Marg, Uttar Pradesh","Uttar Pradesh",NR
6704,SQQ,Salagaon,"Cuttack, Orissa",Orissa,ECoR
6705,SQR,"Sultanpur Lodi","Kapurthala, Punjab",Punjab,NR
6706,SQS,Sigsigi,"Jharkhand, Jharkhand",Jharkhand,ECR
6707,SQW,Sidhwalia,"Saran, Bihar",Bihar,NER
6708,SR,"Sabli Road","State Highway 17, Gujarat",Gujarat,WR
6709,SRA,Semra,"National Highway 28A, Bihar",Bihar,ECR
6710,SRAS,Siras,"Isarda, Rajasthan",Rajasthan,NWR
6711,SRB,Sarobag,"Sarobag, Bihar",Bihar,ER
6712,SRBA,Saragbundia,"Janjgir-Champa, Chhattisgarh",Chhattisgarh,SECR
6713,SRC,"Kolkata Santragachi Junction","7 Kms from Howrah Station, West Bengal","West Bengal",SER
6714,SRDR,Sardarshahr,"SH 6, Rajasthan",Rajasthan,NWR
6715,SRDW,"Shrimad Dwarakapuri","Shrimad Dwarakapuri, Uttar Pradesh","Uttar Pradesh",NCR
6716,SRE,Saharanpur,"Saharanpur, Uttar Pradesh","Uttar Pradesh",NR
6717,SRF,"Sagar Jambagaru","Sagar, Karnataka",Karnataka,SWR
6718,SRGH,Surajgarh,"Surajgarh, Rajasthan",Rajasthan,NWR
6719,SRGM,Srirangam,"Tiruchirapalli, Tamil Nadu","Tamil Nadu",SR
6720,SRGP,Saragipali,"Orissa, Orissa",Orissa,ECoR
6721,SRGR,Saraygarh,"Saraygarh, Bihar",Bihar,ECR
6722,SRGT,"Surendranagar Gate","Surendranagar, Gujarat",Gujarat,WR
6723,SRI,Salmari,"Bihar, Bihar",Bihar,NFR
6724,SRID,Shridham,"Shridham, Madhya Pradesh","Madhya Pradesh",WCR
6725,SRJ,Shankargarh,"Shankargarh, Madhya Pradesh","Madhya Pradesh",NCR
6726,SRJM,Sirjam,"Purulia District, West Bengal","West Bengal",SER
6727,SRJN,"Sirajnagar Halt","Sirajnagar, West Bengal","West Bengal",ER
6728,SRK,Samrau,"State Highway 61, Rajasthan",Rajasthan,NWR
6729,SRKI,Semarkheri,"Bina, Madhya Pradesh","Madhya Pradesh",WCR
6730,SRKN,Sherekan,"MDR 89, Rajasthan",Rajasthan,NWR
6731,SRL,Sarola,"Ahmadnagar, Maharashtra",Maharashtra,CR
6732,SRM,Sarna,"National Highway 15, Punjab",Punjab,NR
6733,SRMN,Semraon,"State Highway 12, Bihar",Bihar,ECR
6734,SRMP,"Sirsi Mukhdumpr","Sirsi Mukhdumpr, Uttar Pradesh","Uttar Pradesh",NR
6735,SRMR,ShriRampuram,"Hyderabad Rd, Andhra Pradesh","Andhra Pradesh",SCR
6736,SRMT,Sirmuttra,"Sir Mathura, Rajasthan",Rajasthan,NCR
6737,SRN,Soron,"Soron, Uttar Pradesh","Uttar Pradesh",NER
6738,SRNK,Soron,"Soron, Uttar Pradesh","Uttar Pradesh",NER
6739,SRNR,Sriramnagar,"Sriramnagar, Andhra Pradesh","Andhra Pradesh",SCR
6740,SRNT,Sarnath,"Varanasi, Uttar Pradesh","Uttar Pradesh",NER
6741,SRO,Sirathu,"Sirathu, Uttar Pradesh","Uttar Pradesh",NCR
6742,SRP,Serampore,"Baidyabati, West Bengal","West Bengal",ER
6743,SRPB,"Srirampur Assam","Srirampur, Assam",Assam,NFR
6744,SRPJ,SwarupGanj,"Sirohi Road, Rajasthan",Rajasthan,NWR
6745,SRPM,Siripuram,"Guntur, Andhra Pradesh","Andhra Pradesh",SCR
6746,SRPR,"Sarupsar Junction","MDR 103, Rajasthan",Rajasthan,NWR
6747,SRPU,"Sripur Halt","Sripur, West Bengal","West Bengal",NFR
6748,SRR,"Shoranur Junction","Shoranur, Kerala",Kerala,SR
6749,SRRG,Surergoth,"State Highway 25, Rajasthan",Rajasthan,NWR
6750,SRSI,Sarsi,"State Highway 77, Bihar",Bihar,ECR
6751,SRSL,Sirsala,"National Highway 65, Rajasthan",Rajasthan,NWR
6752,SRT,Satur,"Sattur, Tamil Nadu","Tamil Nadu",SR
6753,SRTE,Soorothee,"Bari, Rajasthan",Rajasthan,NCR
6754,SRTL,Cherthala,"Ph: 0478- 2812500, Kerala",Kerala,SR
6755,SRTN,"Sibsagar Town","Sibsagar, Assam",Assam,NFR
6756,SRU,"Salempur Junction","Salempur, Uttar Pradesh","Uttar Pradesh",NER
6757,SRUR,"Sirpur Town","Sirpur, Andhra Pradesh","Andhra Pradesh",SCR
6758,SRVN,Sravanur,"Sravanur, Karnataka",Karnataka,SWR
6759,SRVT,Siruvattur,"Siruvattur, Tamil Nadu","Tamil Nadu",SR
6760,SRVX,Suravali,"Margao, Goa",Goa,KR
6761,SRW,"Shri Karanpur","State Highway 7B, Rajasthan",Rajasthan,NWR
6762,SRWN,Saraswatinagar,"Raipur, Chhattisgarh",Chhattisgarh,SECR
6763,SRX,"Sura Nussi","Sura Nussi, Punjab",Punjab,NR
6764,SRY,Sirari,"State Highway 6, Bihar",Bihar,ECR
6765,SRZ,Sardargarh,"Sri Ganganagar, Rajasthan",Rajasthan,NWR
6766,SS,Shirsoli,"State Highway 184, Maharashtra",Maharashtra,CR
6767,SSA,Sirsa,"Sirsa, Haryana",Haryana,NWR
6768,SSB,Shakurbasti,"Pitampura, Delhi NCT","Delhi NCT",NR
6769,SSC,Shahi,"Shahi, Uttar Pradesh","Uttar Pradesh",NER
6770,SSD,Shamsabad,"MDR 110W, Uttar Pradesh","Uttar Pradesh",NER
6771,SSF,Sirsuphal,"Daund, Maharashtra",Maharashtra,CR
6772,SSG,"Shiu Sagar Road","Shiu Sagar Rd, Bihar",Bihar,ECR
6773,SSGJ,"Sursaraighat Jhara","Shidi, Madhya Pradesh","Madhya Pradesh",WCR
6774,SSI,Shirsai,"Daund-Baramati Rd Daund, Maharashtra",Maharashtra,CR
6775,SSIA,Suisa,"State Highway 4, West Bengal","West Bengal",SER
6776,SSKA,Sisarka,"State Highway 43, Uttar Pradesh","Uttar Pradesh",NR
6777,SSKL,Suskal,"State Highway 11, Gujarat",Gujarat,?
6778,SSL,Sirsaul,"National Highway 2, Uttar Pradesh","Uttar Pradesh",NCR
6779,SSM,Sasaram,"06184-222051, Bihar",Bihar,ECR
6780,SSN,Sason,"State Highway 10, Orissa",Orissa,ECoR
6781,SSNH,"Sree Saradanagar Hal","Tiptur, Karnataka",Karnataka,SWR
6782,SSNR,"Satsang Nagar Halt","Deoghar, Jharkhand",Jharkhand,ER
6783,SSNS,"Shaheed Suraj Narayan Singh Halt","Darbhanga, Bihar",Bihar,ECR
6784,SSP,Santoshpur,"Kolkata, West Bengal","West Bengal",ER
6785,SSPD,"Sadashivapet Road","Sadashivapet, Andhra Pradesh","Andhra Pradesh",SCR
6786,SSPH,"Satish Samanta P.H.","Mahishadal Geonkhali Rd, West Bengal","West Bengal",?
6787,SSPN,"Sri Satya Sai Prasanthi Nilayam","Puttaparthi, Andhra Pradesh","Andhra Pradesh",SWR
6788,SSPR,Sadashibapur,"Orissa, Orissa",Orissa,ECoR
6789,SSR,Sareri,"National Highway 79, Rajasthan",Rajasthan,NWR
6790,SSRD,"Shasan Road","Baruipur, West Bengal","West Bengal",ER
6791,SSRH,"Shasan Halt","Shasan, Bihar",Bihar,ECR
6792,SSV,"Sasvad Road","Sasvad, Maharashtra",Maharashtra,CR
6793,SSW,Sarsawa,"Saharanpur, Uttar Pradesh","Uttar Pradesh",NR
6794,SSZ,"Sadda Singhwala","State Highway 12A, Punjab",Punjab,NR
6795,ST,Surat,"Surat, Gujarat",Gujarat,WR
6796,STA,Satna,"Satna, Madhya Pradesh","Madhya Pradesh",WCR
6797,STB,Shantipur,"National Highway 34, West Bengal","West Bengal",ER
6798,STBJ,Sitabanji,"National Highway 215, Orissa",Orissa,ECoR
6799,STC,"Santa Cruz","Mumbai, Maharashtra",Maharashtra,WR
6800,STD,Satrod,"Haryana, Haryana",Haryana,NWR
6801,STDR,Satadhar,"Junagadh, Gujarat",Gujarat,WR
6802,STE,Sagarkatte,"Sagarkatte, Karnataka",Karnataka,SWR
6803,STF,Sikta,"Sikta, Bihar",Bihar,ECR
6804,STH,Sethal,"Bareilly, Uttar Pradesh","Uttar Pradesh",NER
6805,STJT,Sathajagat,"National Highway 28, Bihar",Bihar,ECR
6806,STKT,Sasthamkotta,"Kollam Dist, Kerala",Kerala,SR
6807,STL,Simultala,"Simultala, Bihar",Bihar,ER
6808,STLI,Sithouli,"Gwalior, Madhya Pradesh","Madhya Pradesh",NCR
6809,STLR,Sitalpur,"Sitalpur, Bihar",Bihar,ECR
6810,STM,"St Thomas Mount","St Thomas Mt, Tamil Nadu","Tamil Nadu",SR
6811,STN,Sitarampur,"G T Rd, West Bengal","West Bengal",ER
6812,STNL,Satnali,"Satnali, Haryana",Haryana,NWR
6813,STP,Sitapur,"Sitapur, Uttar Pradesh","Uttar Pradesh",NER
6814,STPD,Sitaphalmandi,"Secunderabad, Andhra Pradesh","Andhra Pradesh",SCR
6815,STPM,"Satya Narayanapuram","Vijayawada, Andhra Pradesh","Andhra Pradesh",SCR
6816,STPT,Sitampet,"EGK Rd, Andhra Pradesh","Andhra Pradesh",SCR
6817,STR,Satara,"SH 58, Maharashtra",Maharashtra,CR
6818,STRK,"Sitapur Kutchery Halt","Sitapur, Uttar Pradesh","Uttar Pradesh",NR
6819,STSN,"Shaitan Singh Nagar","State Highway 61, Rajasthan",Rajasthan,NWR
6820,STUR,Satulur,"Guntur, Andhra Pradesh","Andhra Pradesh",SCR
6821,STVA,Satyavada,"Coastal Andhra Region, Andhra Pradesh","Andhra Pradesh",SCR
6822,STW,Sahatwar,"Ballia, Bihar",Bihar,NER
6823,STZ,Satraon,"Deoria, Uttar Pradesh","Uttar Pradesh",NER
6824,SUA,Sardiha,"Sardiha Railway Station, West Bengal","West Bengal",SER
6825,SUBR,Subhagpur,"MDR 10E, Uttar Pradesh","Uttar Pradesh",NER
6826,SUCH,Suchindram,"Suchindram, Tamil Nadu","Tamil Nadu",SR
6827,SUD,Sudhani,"State Highway 65, Bihar",Bihar,NFR
6828,SUDV,Summadevi,"Summadevi, Andhra Pradesh","Andhra Pradesh",ECoR
6829,SUH,Sulehalli,"State Highway 51, Karnataka",Karnataka,SCR
6830,SUIA,Suraincha,"Suraincha, Uttar Pradesh","Uttar Pradesh",NER
6831,SUJ,Sarju,"MDR 18E, Uttar Pradesh","Uttar Pradesh",NER
6832,SUJH,Sujangarh,"Sujangarh, Rajasthan",Rajasthan,NWR
6833,SUJR,Sujra,"State Highway 57, Uttar Pradesh","Uttar Pradesh",NR
6834,SUKU,Suku,"State Highway 48, Orissa",Orissa,ECoR
6835,SUL,Suladhal,"Belagavi, Karnataka",Karnataka,SWR
6836,SULH,Sulhani,"Machhi Bugra, Punjab",Punjab,NR
6837,SUM,Summit,"State Highway 24, Maharashtra",Maharashtra,CR
6838,SUMR,Sumer,"Vidisha, Madhya Pradesh","Madhya Pradesh",WCR
6839,SUNM,"Sunamai Halt","Sunamai, Uttar Pradesh","Uttar Pradesh",NR
6840,SUNR,Surendranagar,"Surendra Nagar, Gujarat",Gujarat,WR
6841,SUP,Srungavarapukota,"Srungavarapu kota, Andhra Pradesh","Andhra Pradesh",ECoR
6842,SUR,"Solapur Junction","Solapur, Maharashtra",Maharashtra,CR
6843,SURI,Siuri,"Siuri, West Bengal","West Bengal",ER
6844,SURL,Sureli,"Devpura, Rajasthan",Rajasthan,NWR
6845,SURP,Suratpura,"National Highway 65, Rajasthan",Rajasthan,NWR
6846,SURR,Surera,"Surera, Rajasthan",Rajasthan,NWR
6847,SUT,Sutlana,"Dundara, Rajasthan",Rajasthan,NWR
6848,SUU,"Sulur Road","Coimbatore, Tamil Nadu","Tamil Nadu",SR
6849,SUW,Sukhisewaniyan,"Bhopal, Madhya Pradesh","Madhya Pradesh",WCR
6850,SUX,Sudiyur,"Madurai-Rameshwaram Rd, Tamil Nadu","Tamil Nadu",SR
6851,SV,"Siwan Junction","Siwan, Bihar",Bihar,NER
6852,SVA,Suwasra,"Suwasra, Madhya Pradesh","Madhya Pradesh",WCR
6853,SVB,Savni,"Maljinjava, Gujarat",Gujarat,WR
6854,SVC,"Siwan Kachari","Siwan, Bihar",Bihar,NER
6855,SVD,Sarwari,"Ranjani, Maharashtra",Maharashtra,SCR
6856,SVDC,Sivadevunichkla,"P.P.Road, Andhra Pradesh","Andhra Pradesh",SCR
6857,SVG,Sawalgi,"Gulburga, Karnataka",Karnataka,CR
6858,SVGA,Sivaganga,"SH 33, Tamil Nadu","Tamil Nadu",SR
6859,SVH,Sonadanga,"National Highway 34, West Bengal","West Bengal",ER
6860,SVHE,Sisvinhalli,"Dharwad, Karnataka",Karnataka,SWR
6861,SVI,Sagarpali,"National Highway 19, Uttar Pradesh","Uttar Pradesh",NER
6862,SVJR,Shivajinagar,"Pune, Maharashtra",Maharashtra,CR
6863,SVK,Sivarakottai,"Sivarakottai, Tamil Nadu","Tamil Nadu",SR
6864,SVKD,Savarkundla,"Savar Kundla, Gujarat",Gujarat,WR
6865,SVKS,Sivakasi,"Sivakasi, Tamil Nadu","Tamil Nadu",SR
6866,SVL,Sevaliya,"Sevaliya, Gujarat",Gujarat,WR
6867,SVM,Kuddchoddem,"Curchorem, Goa",Goa,SWR
6868,SVN,Sivungaon,"Nanded, Maharashtra",Maharashtra,SCR
6869,SVNR,Savanur,"State Highway 6, Karnataka",Karnataka,SWR
6870,SVO,Sanvrad,"Didwana, Rajasthan",Rajasthan,NWR
6871,SVPI,Shivpuri,"Shivpuri, Madhya Pradesh","Madhya Pradesh",WCR
6872,SVPM,"Sri Venkateswarpalem","National Highway 5, Andhra Pradesh","Andhra Pradesh",SCR
6873,SVPR,Srivilliputtur,"Virudhunagar, Tamil Nadu","Tamil Nadu",SR
6874,SVQ,Sivok,"Sevoke, West Bengal","West Bengal",NFR
6875,SVR,"Sevvapet Road","Sevvapet, Tamil Nadu","Tamil Nadu",SR
6876,SVRP,Shivanarayanpur,"Shivanarayanpur, Bihar",Bihar,ER
6877,SVT,Shivpura,"Maksi, Madhya Pradesh","Madhya Pradesh",WR
6878,SVUR,Sevur,"Sevoor, Tamil Nadu","Tamil Nadu",SR
6879,SVV,Srivaikuntam,"Thoothukudi, Tamil Nadu","Tamil Nadu",SR
6880,SVW,"Shivni Shivapur","Akola, Maharashtra",Maharashtra,SCR
6881,SVX,Savarda,"Ratnagiri, Maharashtra",Maharashtra,KR
6882,SVZ,"Sarai Harkhu","National Highway 56, Uttar Pradesh","Uttar Pradesh",NR
6883,SW,Sehramau,"State Highway 21, Uttar Pradesh","Uttar Pradesh",NER
6884,SWA,Sahjanwa,"Gorakhpur, Uttar Pradesh","Uttar Pradesh",NER
6885,SWAR,Sewar,"Bharatpur, Rajasthan",Rajasthan,WCR
6886,SWC,Shivrampur,"National Highway 76, Uttar Pradesh","Uttar Pradesh",NCR
6887,SWD,Sanawad,"Sanawad, Madhya Pradesh","Madhya Pradesh",WR
6888,SWDE,Siwaha,"Jind, Haryana",Haryana,NR
6889,SWE,Siwaith,"Prayag, Uttar Pradesh","Uttar Pradesh",NR
6890,SWF,"Sathin Road","UMED, Rajasthan",Rajasthan,NWR
6891,SWG,Sidhwan,"Sidhwan, Punjab",Punjab,NR
6892,SWI,Swamimalai,"Swamimalai, Tamil Nadu","Tamil Nadu",SR
6893,SWM,"Sawai Madhopur Junction","Sawai Madhopur, Rajasthan",Rajasthan,WCR
6894,SWNI,Siwani,"National Highway 65, Rajasthan",Rajasthan,NWR
6895,SWNR,"Sewa Nagar","South Extension 1, Delhi NCT","Delhi NCT",NR
6896,SWO,Sonwara,"National Highway 22, Himachal Pradesh","Himachal Pradesh",NR
6897,SWPR,Sewapuri,"State Highway 87, Uttar Pradesh","Uttar Pradesh",NR
6898,SWQ,Sangwi,"Sangwi, Maharashtra",Maharashtra,CR
6899,SWR,Sonua,"Sonua, Jharkhand",Jharkhand,SER
6900,SWRT,"Sahawar Town","Etah, Uttar Pradesh","Uttar Pradesh",NER
6901,SWS,Suwansa,"State Highway 36, Uttar Pradesh","Uttar Pradesh",NR
6902,SWV,"Sawantwadi Road","SH123, Maharashtra",Maharashtra,KR
6903,SWW,"Shahanagar Timarua","Shahnagar, Uttar Pradesh","Uttar Pradesh",NCR
6904,SWX,Saidanwala,"Saidanwala, Punjab",Punjab,NR
6905,SXB,Sambre,"Belagavi, Karnataka",Karnataka,SWR
6906,SXC,Sondalia,"Sondalia Railway Station, West Bengal","West Bengal",ER
6907,SXE,"Sila Kheri Halt","Jind, Haryana",Haryana,NR
6908,SXF,Sobhapur,"State Highway 22, Madhya Pradesh","Madhya Pradesh",WCR
6909,SXK,"Shahjahanpur Court","Shahjahanpur, Uttar Pradesh","Uttar Pradesh",NR
6910,SXN,Sonakhan,"Sundargarh, Orissa",Orissa,SER
6911,SXP,Sankopara,"State Highway 5, West Bengal","West Bengal",ER
6912,SXR,Serndanur,"National Highway 45C, Tamil Nadu","Tamil Nadu",SR
6913,SXS,Shobhasan,"State Highway 41, Gujarat",Gujarat,WR
6914,SXT,"Salem Town","Salem, Tamil Nadu","Tamil Nadu",SR
6915,SXX,Salbari,"Falakata Rd, West Bengal","West Bengal",NFR
6916,SY,Sirkazhi,"Sirkazhi, Tamil Nadu","Tamil Nadu",SR
6917,SYA,Salaia,"Ghatera, Madhya Pradesh","Madhya Pradesh",WCR
6918,SYC,"Sarai Chandi","Phulpur, Uttar Pradesh","Uttar Pradesh",NR
6919,SYE,Sindewahi,"Bhendala, Maharashtra",Maharashtra,SECR
6920,SYF,Semai,"State Highway 2, Madhya Pradesh","Madhya Pradesh",NCR
6921,SYH,"Saiyedpur Bhitri","Saidpur, Uttar Pradesh","Uttar Pradesh",NER
6922,SYJ,Saidraja,"Saiyedraja, Uttar Pradesh","Uttar Pradesh",ECR
6923,SYK,Saidkhanpur,"Railway Station Safdarganj, Uttar Pradesh","Uttar Pradesh",NR
6924,SYL,Salpura,"Kawari, Rajasthan",Rajasthan,WCR
6925,SYM,Savalyapuram,"Guntur, Andhra Pradesh","Andhra Pradesh",SCR
6926,SYN,Sayan,"Sayan Satellite town, Gujarat",Gujarat,WR
6927,SYO,Siroliya,"Shajapur, Madhya Pradesh","Madhya Pradesh",WCR
6928,SYQ,Sinhan,"SH 6, Gujarat",Gujarat,WR
6929,SYU,Sarayan,"MDR 79C, Uttar Pradesh","Uttar Pradesh",NER
6930,SYW,Sindurwa,"Sindurwa Railway Station, Uttar Pradesh","Uttar Pradesh",NR
6931,SYWN,"Saiyid Sarawan","National Highway 2, Uttar Pradesh","Uttar Pradesh",NCR
6932,SYZ,Sonai,"State Highway 33, Uttar Pradesh","Uttar Pradesh",NER
6933,SZ,Salawas,"Luni, Rajasthan",Rajasthan,NWR
6934,SZA,"Sarotra Road","Sarotra, Gujarat",Gujarat,NWR
6935,SZB,"Sarona Cabin","Raipur, Chhattisgarh",Chhattisgarh,SECR
6936,SZF,Satbahini,"Jharkhand, Jharkhand",Jharkhand,ECR
6937,SZH,"Saonga Halt","Saonga, Madhya Pradesh","Madhya Pradesh",SECR
6938,SZK,"Sur Khand Ka Khera","Kejed, Rajasthan",Rajasthan,NWR
6939,SZM,"Delhi Sabzi Mandi","Gulabi Bagh, Delhi NCT","Delhi NCT",NR
6940,SZN,Shahbaznagar,"Shahbaznagar, Uttar Pradesh","Uttar Pradesh",NER
6941,SZP,Shahjahanpur,"Shahjahanpur, Uttar Pradesh","Uttar Pradesh",NER
6942,SZR,Sarupathar,"Sarupathar Road Thana Rd, Assam",Assam,NFR
6943,SZV,Sivadi,"Dharmapuri, Tamil Nadu","Tamil Nadu",SWR
6944,SZY,"Silak Jhori","National Highway 16, Chhattisgarh",Chhattisgarh,ECoR
6945,SZZ,Sabira,"National Highway 5, Orissa",Orissa,SER
6946,TA,Tanur,"Malappuram, Kerala",Kerala,SR
6947,TAA,"Tadla Pusapalli","Mahbubabad, Andhra Pradesh","Andhra Pradesh",SCR
6948,TABU,Talaburu,"National Highway 75, Jharkhand",Jharkhand,SER
6949,TADA,Tada,"Tada., Andhra Pradesh","Andhra Pradesh",SR
6950,TAE,Tadali,"Tadali, Maharashtra",Maharashtra,CR
6951,TAK,Tarakeswar,"Tarkeshwar, West Bengal","West Bengal",ER
6952,TAKU,Taku,"Itarsi, Madhya Pradesh","Madhya Pradesh",CR
6953,TALA,Talla,"Kolkata, West Bengal","West Bengal",ER
6954,TAM,Tilaivilagam,"Pattukkotai-Thiruthuraipoondi Rd, Tamil Nadu","Tamil Nadu",SR
6955,TAN,"Tarana Road","Maksi, Madhya Pradesh","Madhya Pradesh",WR
6956,TAO,Tamna,"National Highway 32, West Bengal","West Bengal",SER
6957,TAP,Tapang,"Khordha, Orissa",Orissa,ECoR
6958,TAPA,Tapa,"Tapa Mandi, Punjab",Punjab,NR
6959,TAR,Tharsa,"Nagpur, Maharashtra",Maharashtra,SECR
6960,TAS,Thasra,"National Highway 59, Gujarat",Gujarat,WR
6961,TAT,Tummanamgutta,"Chennai - Anantpur Rd, Andhra Pradesh","Andhra Pradesh",SCR
6962,TATA,"Tatanagar Junction","East Singhbhum District, Jharkhand",Jharkhand,SER
6963,TATI,Tati,"Tati, Jharkhand",Jharkhand,SER
6964,TAV,"Talala Junction","Junagadh, Gujarat",Gujarat,WR
6965,TAY,Talaiyuthu,"Thalaiyuthu, Tamil Nadu","Tamil Nadu",SR
6966,TAZ,Targaon,"Satara, Maharashtra",Maharashtra,CR
6967,TB,Tharbitia,"State Highway 76, Bihar",Bihar,ECR
6968,TBA,"Timba Road","National Highway 59, Gujarat",Gujarat,WR
6969,TBAE,Tribeni,"Tribeni, West Bengal","West Bengal",ER
6970,TBB,Tilbhita,"Tilbhita, Jharkhand",Jharkhand,ER
6971,TBD,Telibandha,"Telibandha, Chhattisgarh",Chhattisgarh,SECR
6972,TBL,"Tarchhera Baraoliran","Tarcherra, Rajasthan",Rajasthan,NCR
6973,TBM,Tambaram,"Tambaram, Tamil Nadu","Tamil Nadu",SR
6974,TBMS,"Tambaram Sanatorium","Tambaram, Tamil Nadu","Tamil Nadu",SR
6975,TBN,Timarni,"Timarni, Madhya Pradesh","Madhya Pradesh",WCR
6976,TBT,Talbahat,"Khaniyadhana Station Rd, Madhya Pradesh","Madhya Pradesh",NCR
6977,TBTN,"Thana Bhawan Tn","Thana Bhawan, Uttar Pradesh","Uttar Pradesh",NR
6978,TBV,Timbarva,"State Highway 88, Gujarat",Gujarat,WR
6979,TBX,Tilbhum,"National Highway 44, Tripura",Tripura,NFR
6980,TCL,Tyakal,"Kolar, Karnataka",Karnataka,SWR
6981,TCN,Tiruchendur,"Tiruchchendur, Tamil Nadu","Tamil Nadu",SR
6982,TCR,"Thrissur City","Thrissur, Kerala",Kerala,SR
6983,TCT,Tiruchitrambalam,"Musiri - Kulithalai - Manapparai - Pudukottai - Alangudi - Peravoorani - Sethubavachatram Rd, Tamil Nadu","Tamil Nadu",SR
6984,TDD,Tadepalligudem,"West Godavari District, Andhra Pradesh","Andhra Pradesh",SCR
6985,TDH,Tindharia,"National Highway 55, West Bengal","West Bengal",NFR
6986,TDK,Taduku,"Chennai - Anantpur Rd, Andhra Pradesh","Andhra Pradesh",SR
6987,TDL,"Tundla Junction","Distt.Firozabad, Uttar Pradesh","Uttar Pradesh",NCR
6988,TDLE,Tildanga,"National Highway 80, Jharkhand",Jharkhand,ER
6989,TDN,Tirupparangundram,"Thirunagar, Tamil Nadu","Tamil Nadu",SR
6990,TDO,"Tanda Urmar","Urmar Tanda, Punjab",Punjab,NR
6991,TDP,Todarpur,"SH 25, Uttar Pradesh","Uttar Pradesh",NR
6992,TDPM,"Todikkapulam Halt",,,SR
6993,TDPR,Tirupadripulyur,"Cuddalore, Tamil Nadu","Tamil Nadu",SR
6994,TDR,Tiruvidaimaruthur,"Thiruvidaimaruthur, Tamil Nadu","Tamil Nadu",SR
6995,TDU,Tandur,"Tandur, Andhra Pradesh","Andhra Pradesh",SCR
6996,TDV,Thondebhavi,"Tondebavi, Karnataka",Karnataka,SWR
6997,TDW,Tandwal,"State Highway 31, Haryana",Haryana,NR
6998,TEA,Taregna,"Taregna, Bihar",Bihar,ECR
6999,TEG,Tirbediganj,"Mangalpur, Uttar Pradesh","Uttar Pradesh",NR
7000,TEK,"Tekkali Halt","Tekkali, Andhra Pradesh","Andhra Pradesh",ECoR
7001,TEL,"Tenali Junction","Guntur District, Andhra Pradesh","Andhra Pradesh",SCR
7002,TELO,Telo,"Bokaro, Jharkhand",Jharkhand,ECR
7003,TELY,Telia,"Telia, Bihar",Bihar,?
7004,TEN,"Tirunelveli Junction","Tirunelveli, Tamil Nadu","Tamil Nadu",SR
7005,TEO,Teegaon,"Betul, Madhya Pradesh","Madhya Pradesh",CR
7006,TEP,Tempa,"Tempa, Maharashtra",Maharashtra,SECR
7007,TER,Thair,"State Highway 77, Maharashtra",Maharashtra,CR
7008,TET,Tetulmari,"Tetulmari, Jharkhand",Jharkhand,ECR
7009,TETA,Telta,"Rupauli, Bihar",Bihar,NFR
7010,TGA,Teghra,"Begusarai, Bihar",Bihar,ECR
7011,TGB,Tangarbasuli,"Ranchi, Jharkhand",Jharkhand,SER
7012,TGDE,Thangundi,"State Highway 51, Karnataka",Karnataka,SCR
7013,TGE,Thekeraguri,"Ahotguri, Assam",Assam,NFR
7014,TGH,Titagarh,"Kolkata, West Bengal","West Bengal",ER
7015,TGL,Tuggali,"Kurnool, Andhra Pradesh","Andhra Pradesh",SCR
7016,TGM,Tangarmunda,"Sundargarh, Orissa",Orissa,SER
7017,TGN,Talegaon,"Talegaon Dabhade, Maharashtra",Maharashtra,CR
7018,TGP,Tuljapur,"Tuljapur, Maharashtra",Maharashtra,CR
7019,TGQ,Tenganmada,"Belgahna, Chhattisgarh",Chhattisgarh,SECR
7020,TGRL,Tangiriapal,"Orissa, Orissa",Orissa,ECoR
7021,TGT,"Tinai Ghat","National Highway 4A, Karnataka",Karnataka,SWR
7022,TGU,Tarigoppula,"Krishna, Andhra Pradesh","Andhra Pradesh",SCR
7023,TH,Tinich,"SH 1A, Uttar Pradesh","Uttar Pradesh",NER
7024,THA,Tehta,"Tehta, Bihar",Bihar,ECR
7025,THAN,"Than Junction","Thangadh, Gujarat",Gujarat,WR
7026,THB,"Thana Bihpur Junction","Bhagalpur, Bihar",Bihar,ECR
7027,THBN,"Thana Bhawan","Thana Bhawan, Uttar Pradesh","Uttar Pradesh",NR
7028,THDR,"Thandla Road","Jhabua, Madhya Pradesh","Madhya Pradesh",WR
7029,THE,"Thawe Junction","Gopalganj, Bihar",Bihar,NER
7030,THEA,Thalera,"Talera, Rajasthan",Rajasthan,WCR
7031,THJ,"Talheri Buzurg","SH 59, Uttar Pradesh","Uttar Pradesh",NR
7032,THK,Thakurli,"Dombivli, Maharashtra",Maharashtra,CR
7033,THKU,Thallak,"Bellary-Hiriyur Rd, Karnataka",Karnataka,SWR
